"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","TMAX","TMIN","r_date","month","day","year","doy","average_temperature","tgrowth10"
"USW00014762","6/8/17",40.3551,-79.92145,379.2,211,106,2017-06-08,6,8,2017,159,15.85,18.3
"USW00014762","6/9/17",40.3551,-79.92145,379.2,250,117,2017-06-09,6,9,2017,160,18.35,18.05
"USW00014762","6/10/17",40.3551,-79.92145,379.2,283,167,2017-06-10,6,10,2017,161,22.5,18.385
"USW00014762","6/11/17",40.3551,-79.92145,379.2,294,178,2017-06-11,6,11,2017,162,23.6,18.97
"USW00014762","6/12/17",40.3551,-79.92145,379.2,306,189,2017-06-12,6,12,2017,163,24.75,19.585
"USW00014762","6/13/17",40.3551,-79.92145,379.2,322,183,2017-06-13,6,13,2017,164,25.25,20.025
"USW00014762","6/14/17",40.3551,-79.92145,379.2,289,194,2017-06-14,6,14,2017,165,24.15,20.305
"USW00014762","6/15/17",40.3551,-79.92145,379.2,300,200,2017-06-15,6,15,2017,166,25,20.915
"USW00014762","6/16/17",40.3551,-79.92145,379.2,278,183,2017-06-16,6,16,2017,167,23.05,21.695
"USW00014762","6/17/17",40.3551,-79.92145,379.2,300,172,2017-06-17,6,17,2017,168,23.6,22.61
"USW00014762","6/18/17",40.3551,-79.92145,379.2,311,200,2017-06-18,6,18,2017,169,25.55,23.58
"USW00014762","6/19/17",40.3551,-79.92145,379.2,261,167,2017-06-19,6,19,2017,170,21.4,23.885
"USW00014762","6/20/17",40.3551,-79.92145,379.2,250,150,2017-06-20,6,20,2017,171,20,23.635
"USW00014762","6/21/17",40.3551,-79.92145,379.2,261,161,2017-06-21,6,21,2017,172,21.1,23.385
"USW00014762","6/22/17",40.3551,-79.92145,379.2,289,183,2017-06-22,6,22,2017,173,23.6,23.27
"USW00014762","6/23/17",40.3551,-79.92145,379.2,250,200,2017-06-23,6,23,2017,174,22.5,22.995
"USW00014762","6/24/17",40.3551,-79.92145,379.2,267,189,2017-06-24,6,24,2017,175,22.8,22.86
"USW00014762","6/25/17",40.3551,-79.92145,379.2,239,161,2017-06-25,6,25,2017,176,20,22.36
"USW00014762","6/26/17",40.3551,-79.92145,379.2,233,133,2017-06-26,6,26,2017,177,18.3,21.885
"USW00014762","6/27/17",40.3551,-79.92145,379.2,206,128,2017-06-27,6,27,2017,178,16.7,21.195
"USW00014762","6/28/17",40.3551,-79.92145,379.2,233,100,2017-06-28,6,28,2017,179,16.65,20.305
"USW00014762","6/29/17",40.3551,-79.92145,379.2,289,144,2017-06-29,6,29,2017,180,21.65,20.33
"USW00014762","6/30/17",40.3551,-79.92145,379.2,289,189,2017-06-30,6,30,2017,181,23.9,20.72
"USW00014762","7/1/17",40.3551,-79.92145,379.2,278,211,2017-07-01,7,1,2017,182,24.45,21.055
"USW00014762","7/2/17",40.3551,-79.92145,379.2,283,194,2017-07-02,7,2,2017,183,23.85,21.08
"USW00014762","7/3/17",40.3551,-79.92145,379.2,289,178,2017-07-03,7,3,2017,184,23.35,21.165
"USW00014762","7/4/17",40.3551,-79.92145,379.2,289,194,2017-07-04,7,4,2017,185,24.15,21.3
"USW00014762","7/5/17",40.3551,-79.92145,379.2,306,183,2017-07-05,7,5,2017,186,24.45,21.745
"USW00014762","7/6/17",40.3551,-79.92145,379.2,272,200,2017-07-06,7,6,2017,187,23.6,22.275
"USW00014762","7/7/17",40.3551,-79.92145,379.2,278,183,2017-07-07,7,7,2017,188,23.05,22.91
"USW00014762","7/8/17",40.3551,-79.92145,379.2,250,172,2017-07-08,7,8,2017,189,21.1,23.355
"USW00014762","7/9/17",40.3551,-79.92145,379.2,256,133,2017-07-09,7,9,2017,190,19.45,23.135
"USW00014762","7/10/17",40.3551,-79.92145,379.2,267,156,2017-07-10,7,10,2017,191,21.15,22.86
"USW00014762","7/11/17",40.3551,-79.92145,379.2,283,183,2017-07-11,7,11,2017,192,23.3,22.745
"USW00014762","7/12/17",40.3551,-79.92145,379.2,306,200,2017-07-12,7,12,2017,193,25.3,22.89
"USW00014762","7/13/17",40.3551,-79.92145,379.2,250,217,2017-07-13,7,13,2017,194,23.35,22.89
"USW00014762","7/14/17",40.3551,-79.92145,379.2,283,217,2017-07-14,7,14,2017,195,25,22.975
"USW00014762","7/15/17",40.3551,-79.92145,379.2,261,189,2017-07-15,7,15,2017,196,22.5,22.78
"USW00014762","7/16/17",40.3551,-79.92145,379.2,278,167,2017-07-16,7,16,2017,197,22.25,22.645
"USW00014762","7/17/17",40.3551,-79.92145,379.2,294,178,2017-07-17,7,17,2017,198,23.6,22.7
"USW00014762","7/18/17",40.3551,-79.92145,379.2,311,194,2017-07-18,7,18,2017,199,25.25,23.115
"USW00014762","7/19/17",40.3551,-79.92145,379.2,317,206,2017-07-19,7,19,2017,200,26.15,23.785
"USW00014762","7/20/17",40.3551,-79.92145,379.2,311,217,2017-07-20,7,20,2017,201,26.4,24.31
"USW00014762","7/21/17",40.3551,-79.92145,379.2,306,211,2017-07-21,7,21,2017,202,25.85,24.565
"USW00014762","7/22/17",40.3551,-79.92145,379.2,256,222,2017-07-22,7,22,2017,203,23.9,24.425
"USW00014762","7/23/17",40.3551,-79.92145,379.2,267,200,2017-07-23,7,23,2017,204,23.35,24.425
"USW00014762","7/24/17",40.3551,-79.92145,379.2,267,178,2017-07-24,7,24,2017,205,22.25,24.15
"USW00014762","7/25/17",40.3551,-79.92145,379.2,239,167,2017-07-25,7,25,2017,206,20.3,23.93
"USW00014762","7/26/17",40.3551,-79.92145,379.2,267,150,2017-07-26,7,26,2017,207,20.85,23.79
"USW00014762","7/27/17",40.3551,-79.92145,379.2,283,178,2017-07-27,7,27,2017,208,23.05,23.735
"USW00014762","7/28/17",40.3551,-79.92145,379.2,267,167,2017-07-28,7,28,2017,209,21.7,23.38
"USW00014762","7/29/17",40.3551,-79.92145,379.2,244,128,2017-07-29,7,29,2017,210,18.6,22.625
"USW00014762","7/30/17",40.3551,-79.92145,379.2,289,156,2017-07-30,7,30,2017,211,22.25,22.21
"USW00014762","7/31/17",40.3551,-79.92145,379.2,283,178,2017-07-31,7,31,2017,212,23.05,21.93
"USW00014762","8/1/17",40.3551,-79.92145,379.2,283,172,2017-08-01,8,1,2017,213,22.75,21.815
"USW00014762","8/2/17",40.3551,-79.92145,379.2,289,183,2017-08-02,8,2,2017,214,23.6,21.84
"USW00014762","8/3/17",40.3551,-79.92145,379.2,283,183,2017-08-03,8,3,2017,215,23.3,21.945
"USW00014762","8/4/17",40.3551,-79.92145,379.2,283,161,2017-08-04,8,4,2017,216,22.2,22.135
"USW00014762","8/5/17",40.3551,-79.92145,379.2,228,144,2017-08-05,8,5,2017,217,18.6,21.91
"USW00014762","8/6/17",40.3551,-79.92145,379.2,217,150,2017-08-06,8,6,2017,218,18.35,21.44
"USW00014762","8/7/17",40.3551,-79.92145,379.2,211,156,2017-08-07,8,7,2017,219,18.35,21.105
"USW00014762","8/8/17",40.3551,-79.92145,379.2,244,156,2017-08-08,8,8,2017,220,20,21.245
"USW00014762","8/9/17",40.3551,-79.92145,379.2,261,117,2017-08-09,8,9,2017,221,18.9,20.91
"USW00014762","8/10/17",40.3551,-79.92145,379.2,261,156,2017-08-10,8,10,2017,222,20.85,20.69
"USW00014762","8/11/17",40.3551,-79.92145,379.2,272,178,2017-08-11,8,11,2017,223,22.5,20.665
"USW00014762","8/12/17",40.3551,-79.92145,379.2,256,183,2017-08-12,8,12,2017,224,21.95,20.5
"USW00014762","8/13/17",40.3551,-79.92145,379.2,256,150,2017-08-13,8,13,2017,225,20.3,20.2
"USW00014762","8/14/17",40.3551,-79.92145,379.2,256,167,2017-08-14,8,14,2017,226,21.15,20.095
"USW00014762","8/15/17",40.3551,-79.92145,379.2,294,189,2017-08-15,8,15,2017,227,24.15,20.65
"USW00014762","8/16/17",40.3551,-79.92145,379.2,294,194,2017-08-16,8,16,2017,228,24.4,21.255
"USW00014762","8/17/17",40.3551,-79.92145,379.2,322,183,2017-08-17,8,17,2017,229,25.25,21.945
"USW00014762","8/18/17",40.3551,-79.92145,379.2,289,217,2017-08-18,8,18,2017,230,25.3,22.475
"USW00014762","8/19/17",40.3551,-79.92145,379.2,283,172,2017-08-19,8,19,2017,231,22.75,22.86
"USW00014762","8/20/17",40.3551,-79.92145,379.2,278,144,2017-08-20,8,20,2017,232,21.1,22.885
"USW00014762","8/21/17",40.3551,-79.92145,379.2,294,183,2017-08-21,8,21,2017,233,23.85,23.02
"USW00014762","8/22/17",40.3551,-79.92145,379.2,294,200,2017-08-22,8,22,2017,234,24.7,23.295
"USW00014762","8/23/17",40.3551,-79.92145,379.2,244,167,2017-08-23,8,23,2017,235,20.55,23.32
"USW00014762","8/24/17",40.3551,-79.92145,379.2,228,133,2017-08-24,8,24,2017,236,18.05,23.01
"USW00014762","8/25/17",40.3551,-79.92145,379.2,211,117,2017-08-25,8,25,2017,237,16.4,22.235
"USW00014762","8/26/17",40.3551,-79.92145,379.2,233,117,2017-08-26,8,26,2017,238,17.5,21.545
"USW00014762","8/27/17",40.3551,-79.92145,379.2,250,139,2017-08-27,8,27,2017,239,19.45,20.965
"USW00014762","8/28/17",40.3551,-79.92145,379.2,233,150,2017-08-28,8,28,2017,240,19.15,20.35
"USW00014762","8/29/17",40.3551,-79.92145,379.2,239,150,2017-08-29,8,29,2017,241,19.45,20.02
"USW00014762","8/30/17",40.3551,-79.92145,379.2,256,133,2017-08-30,8,30,2017,242,19.45,19.855
"USW00014762","8/31/17",40.3551,-79.92145,379.2,244,133,2017-08-31,8,31,2017,243,18.85,19.355
"USW00014762","9/1/17",40.3551,-79.92145,379.2,156,111,2017-09-01,9,1,2017,244,13.35,18.22
"USW00014762","9/2/17",40.3551,-79.92145,379.2,194,117,2017-09-02,9,2,2017,245,15.55,17.72
"USW00014762","9/3/17",40.3551,-79.92145,379.2,217,133,2017-09-03,9,3,2017,246,17.5,17.665
"USW00014762","9/4/17",40.3551,-79.92145,379.2,267,139,2017-09-04,9,4,2017,247,20.3,18.055
"USW00014762","9/5/17",40.3551,-79.92145,379.2,233,156,2017-09-05,9,5,2017,248,19.45,18.25
"USW00014762","9/6/17",40.3551,-79.92145,379.2,206,122,2017-09-06,9,6,2017,249,16.4,17.945
"USW00014762","9/7/17",40.3551,-79.92145,379.2,183,100,2017-09-07,9,7,2017,250,14.15,17.445
"USW00014762","9/8/17",40.3551,-79.92145,379.2,200,106,2017-09-08,9,8,2017,251,15.3,17.03
"USW00014762","9/9/17",40.3551,-79.92145,379.2,194,89,2017-09-09,9,9,2017,252,14.15,16.5
"USW00014762","9/10/17",40.3551,-79.92145,379.2,194,78,2017-09-10,9,10,2017,253,13.6,15.975
"USW00014762","9/11/17",40.3551,-79.92145,379.2,211,89,2017-09-11,9,11,2017,254,15,16.14
"USW00014762","9/12/17",40.3551,-79.92145,379.2,206,128,2017-09-12,9,12,2017,255,16.7,16.255
"USW00014762","9/13/17",40.3551,-79.92145,379.2,267,156,2017-09-13,9,13,2017,256,21.15,16.62
"USW00014762","9/14/17",40.3551,-79.92145,379.2,211,156,2017-09-14,9,14,2017,257,18.35,16.425
"USW00014762","9/15/17",40.3551,-79.92145,379.2,222,133,2017-09-15,9,15,2017,258,17.75,16.255
"USW00014762","9/16/17",40.3551,-79.92145,379.2,267,161,2017-09-16,9,16,2017,259,21.4,16.755
"USW00014762","9/17/17",40.3551,-79.92145,379.2,272,167,2017-09-17,9,17,2017,260,21.95,17.535
"USW00014762","9/18/17",40.3551,-79.92145,379.2,283,161,2017-09-18,9,18,2017,261,22.2,18.225
"USW00014762","9/19/17",40.3551,-79.92145,379.2,278,172,2017-09-19,9,19,2017,262,22.5,19.06
"USW00014762","9/20/17",40.3551,-79.92145,379.2,278,161,2017-09-20,9,20,2017,263,21.95,19.895
"USW00014762","9/21/17",40.3551,-79.92145,379.2,294,167,2017-09-21,9,21,2017,264,23.05,20.7
"USW00014762","9/22/17",40.3551,-79.92145,379.2,294,167,2017-09-22,9,22,2017,265,23.05,21.335
"USW00014762","9/23/17",40.3551,-79.92145,379.2,306,150,2017-09-23,9,23,2017,266,22.8,21.5
"USW00014762","9/24/17",40.3551,-79.92145,379.2,311,167,2017-09-24,9,24,2017,267,23.9,22.055
"USW00014762","9/25/17",40.3551,-79.92145,379.2,300,194,2017-09-25,9,25,2017,268,24.7,22.75
"USW00014762","9/26/17",40.3551,-79.92145,379.2,311,200,2017-09-26,9,26,2017,269,25.55,23.165
"USW00014762","9/27/17",40.3551,-79.92145,379.2,317,172,2017-09-27,9,27,2017,270,24.45,23.415
"USW00014762","9/28/17",40.3551,-79.92145,379.2,211,122,2017-09-28,9,28,2017,271,16.65,22.86
"USW00014762","9/29/17",40.3551,-79.92145,379.2,217,100,2017-09-29,9,29,2017,272,15.85,22.195
"USW00014762","9/30/17",40.3551,-79.92145,379.2,172,83,2017-09-30,9,30,2017,273,12.75,21.275
"USW00014762","10/1/17",40.3551,-79.92145,379.2,206,50,2017-10-01,10,1,2017,274,12.8,20.25
"USW00014762","10/2/17",40.3551,-79.92145,379.2,239,72,2017-10-02,10,2,2017,275,15.55,19.5
"USW00014762","10/3/17",40.3551,-79.92145,379.2,250,94,2017-10-03,10,3,2017,276,17.2,18.94
"USW00014762","10/4/17",40.3551,-79.92145,379.2,272,111,2017-10-04,10,4,2017,277,19.15,18.465
"USW00014762","10/5/17",40.3551,-79.92145,379.2,206,172,2017-10-05,10,5,2017,278,18.9,17.885
"USW00014762","10/6/17",40.3551,-79.92145,379.2,217,167,2017-10-06,10,6,2017,279,19.2,17.25
"USW00014762","10/7/17",40.3551,-79.92145,379.2,278,172,2017-10-07,10,7,2017,280,22.5,17.055
"USW00014762","10/8/17",40.3551,-79.92145,379.2,228,194,2017-10-08,10,8,2017,281,21.1,17.5
"USW00014762","10/9/17",40.3551,-79.92145,379.2,250,200,2017-10-09,10,9,2017,282,22.5,18.165
"USW00014762","10/10/17",40.3551,-79.92145,379.2,261,183,2017-10-10,10,10,2017,283,22.2,19.11
"USW00014762","10/11/17",40.3551,-79.92145,379.2,256,167,2017-10-11,10,11,2017,284,21.15,19.945
"USW00014762","10/12/17",40.3551,-79.92145,379.2,211,150,2017-10-12,10,12,2017,285,18.05,20.195
"USW00014762","10/13/17",40.3551,-79.92145,379.2,228,133,2017-10-13,10,13,2017,286,18.05,20.28
"USW00014762","10/14/17",40.3551,-79.92145,379.2,250,122,2017-10-14,10,14,2017,287,18.6,20.225
"USW00014762","10/15/17",40.3551,-79.92145,379.2,261,128,2017-10-15,10,15,2017,288,19.45,20.28
"USW00014762","10/16/17",40.3551,-79.92145,379.2,139,72,2017-10-16,10,16,2017,289,10.55,19.415
"USW00014762","10/17/17",40.3551,-79.92145,379.2,167,17,2017-10-17,10,17,2017,290,9.2,18.085
"USW00014762","10/18/17",40.3551,-79.92145,379.2,211,44,2017-10-18,10,18,2017,291,12.75,17.25
"USW00014762","10/19/17",40.3551,-79.92145,379.2,206,72,2017-10-19,10,19,2017,292,13.9,16.39
"USW00014762","10/20/17",40.3551,-79.92145,379.2,222,106,2017-10-20,10,20,2017,293,16.4,15.81
"USW00014762","10/21/17",40.3551,-79.92145,379.2,239,78,2017-10-21,10,21,2017,294,15.85,15.28
"USW00014762","10/22/17",40.3551,-79.92145,379.2,250,106,2017-10-22,10,22,2017,295,17.8,15.255
"USW00014762","10/23/17",40.3551,-79.92145,379.2,194,122,2017-10-23,10,23,2017,296,15.8,15.03
"USW00014762","10/24/17",40.3551,-79.92145,379.2,156,67,2017-10-24,10,24,2017,297,11.15,14.285
"USW00014762","10/25/17",40.3551,-79.92145,379.2,72,39,2017-10-25,10,25,2017,298,5.55,12.895
"USW00014762","10/26/17",40.3551,-79.92145,379.2,111,28,2017-10-26,10,26,2017,299,6.95,12.535
"USW00014762","10/27/17",40.3551,-79.92145,379.2,217,17,2017-10-27,10,27,2017,300,11.7,12.785
"USW00014762","10/28/17",40.3551,-79.92145,379.2,139,28,2017-10-28,10,28,2017,301,8.35,12.345
"USW00014762","10/29/17",40.3551,-79.92145,379.2,56,28,2017-10-29,10,29,2017,302,4.2,11.375
"USW00014762","10/30/17",40.3551,-79.92145,379.2,94,28,2017-10-30,10,30,2017,303,6.1,10.345
"USW00014762","10/31/17",40.3551,-79.92145,379.2,78,6,2017-10-31,10,31,2017,304,4.2,9.18
"USW00014762","11/1/17",40.3551,-79.92145,379.2,106,6,2017-11-01,11,1,2017,305,5.6,7.96
"USW00014762","11/2/17",40.3551,-79.92145,379.2,189,106,2017-11-02,11,2,2017,306,14.75,7.855
"USW00014762","11/3/17",40.3551,-79.92145,379.2,172,56,2017-11-03,11,3,2017,307,11.4,7.88
"USW00014762","11/4/17",40.3551,-79.92145,379.2,167,28,2017-11-04,11,4,2017,308,9.75,8.3
"USW00014762","11/5/17",40.3551,-79.92145,379.2,206,106,2017-11-05,11,5,2017,309,15.6,9.165
"USW00014762","11/6/17",40.3551,-79.92145,379.2,150,28,2017-11-06,11,6,2017,310,8.9,8.885
"USW00014762","11/7/17",40.3551,-79.92145,379.2,39,17,2017-11-07,11,7,2017,311,2.8,8.33
"USW00014762","11/8/17",40.3551,-79.92145,379.2,89,-5,2017-11-08,11,8,2017,312,4.2,8.33
"USW00014762","11/9/17",40.3551,-79.92145,379.2,111,-5,2017-11-09,11,9,2017,313,5.3,8.25
"USW00014762","11/10/17",40.3551,-79.92145,379.2,61,-66,2017-11-10,11,10,2017,314,-0.25,7.805
"USW00014762","11/11/17",40.3551,-79.92145,379.2,33,-82,2017-11-11,11,11,2017,315,-2.45,7
"USW00014762","11/12/17",40.3551,-79.92145,379.2,89,-21,2017-11-12,11,12,2017,316,3.4,5.865
"USW00014762","11/13/17",40.3551,-79.92145,379.2,67,28,2017-11-13,11,13,2017,317,4.75,5.2
"USW00014762","11/14/17",40.3551,-79.92145,379.2,72,6,2017-11-14,11,14,2017,318,3.9,4.615
"USW00014762","11/15/17",40.3551,-79.92145,379.2,89,-10,2017-11-15,11,15,2017,319,3.95,3.45
"USW00014762","11/16/17",40.3551,-79.92145,379.2,83,28,2017-11-16,11,16,2017,320,5.55,3.115
"USW00014762","11/17/17",40.3551,-79.92145,379.2,61,0,2017-11-17,11,17,2017,321,3.05,3.14
"USW00014762","11/18/17",40.3551,-79.92145,379.2,150,0,2017-11-18,11,18,2017,322,7.5,3.47
"USW00014762","11/19/17",40.3551,-79.92145,379.2,150,0,2017-11-19,11,19,2017,323,7.5,3.69
"USW00014762","11/20/17",40.3551,-79.92145,379.2,61,-21,2017-11-20,11,20,2017,324,2,3.915
"USW00014762","11/21/17",40.3551,-79.92145,379.2,133,17,2017-11-21,11,21,2017,325,7.5,4.91
"USW00014762","11/22/17",40.3551,-79.92145,379.2,94,-21,2017-11-22,11,22,2017,326,3.65,4.935
"USW00014762","11/23/17",40.3551,-79.92145,379.2,39,-49,2017-11-23,11,23,2017,327,-0.5,4.41
"USW00014762","11/24/17",40.3551,-79.92145,379.2,117,-21,2017-11-24,11,24,2017,328,4.8,4.5
"USW00014762","11/25/17",40.3551,-79.92145,379.2,133,72,2017-11-25,11,25,2017,329,10.25,5.13
"USW00014762","11/26/17",40.3551,-79.92145,379.2,72,17,2017-11-26,11,26,2017,330,4.45,5.02
"USW00014762","11/27/17",40.3551,-79.92145,379.2,111,0,2017-11-27,11,27,2017,331,5.55,5.27
"USW00014762","11/28/17",40.3551,-79.92145,379.2,178,33,2017-11-28,11,28,2017,332,10.55,5.575
"USW00014762","11/29/17",40.3551,-79.92145,379.2,133,44,2017-11-29,11,29,2017,333,8.85,5.71
"USW00014762","11/30/17",40.3551,-79.92145,379.2,167,11,2017-11-30,11,30,2017,334,8.9,6.4
"USW00014762","12/1/17",40.3551,-79.92145,379.2,83,6,2017-12-01,12,1,2017,335,4.45,6.095
"USW00014762","12/2/17",40.3551,-79.92145,379.2,72,-16,2017-12-02,12,2,2017,336,2.8,6.01
"USW00014762","12/3/17",40.3551,-79.92145,379.2,117,-21,2017-12-03,12,3,2017,337,4.8,6.54
"USW00014762","12/4/17",40.3551,-79.92145,379.2,144,6,2017-12-04,12,4,2017,338,7.5,6.81
"USW00014762","12/5/17",40.3551,-79.92145,379.2,117,-5,2017-12-05,12,5,2017,339,5.6,6.345
"USW00014762","12/6/17",40.3551,-79.92145,379.2,61,-21,2017-12-06,12,6,2017,340,2,6.1
"USW00014762","12/7/17",40.3551,-79.92145,379.2,28,-32,2017-12-07,12,7,2017,341,-0.2,5.525
"USW00014762","12/8/17",40.3551,-79.92145,379.2,-27,-171,2017-12-08,12,8,2017,342,-9.9,3.48
"USW00014762","12/9/17",40.3551,-79.92145,379.2,17,-55,2017-12-09,12,9,2017,343,-1.9,2.405
"USW00014762","12/10/17",40.3551,-79.92145,379.2,0,-32,2017-12-10,12,10,2017,344,-1.6,1.355
"USW00014762","12/11/17",40.3551,-79.92145,379.2,28,-10,2017-12-11,12,11,2017,345,0.9,1
"USW00014762","12/12/17",40.3551,-79.92145,379.2,50,-105,2017-12-12,12,12,2017,346,-2.75,0.445
"USW00014762","12/13/17",40.3551,-79.92145,379.2,-43,-110,2017-12-13,12,13,2017,347,-7.65,-0.8
"USW00014762","12/14/17",40.3551,-79.92145,379.2,-5,-66,2017-12-14,12,14,2017,348,-3.55,-1.905
"USW00014762","12/15/17",40.3551,-79.92145,379.2,-32,-88,2017-12-15,12,15,2017,349,-6,-3.065
"USW00014762","12/16/17",40.3551,-79.92145,379.2,44,-32,2017-12-16,12,16,2017,350,0.6,-3.205
"USW00014762","12/17/17",40.3551,-79.92145,379.2,39,-10,2017-12-17,12,17,2017,351,1.45,-3.04
"USW00014762","12/18/17",40.3551,-79.92145,379.2,56,17,2017-12-18,12,18,2017,352,3.65,-1.685
"USW00014762","12/19/17",40.3551,-79.92145,379.2,111,56,2017-12-19,12,19,2017,353,8.35,-0.66
"USW00014762","12/20/17",40.3551,-79.92145,379.2,56,-27,2017-12-20,12,20,2017,354,1.45,-0.355
"USW00014762","12/21/17",40.3551,-79.92145,379.2,50,-38,2017-12-21,12,21,2017,355,0.6,-0.385
"USW00014762","12/22/17",40.3551,-79.92145,379.2,122,39,2017-12-22,12,22,2017,356,8.05,0.695
"USW00014762","12/23/17",40.3551,-79.92145,379.2,106,0,2017-12-23,12,23,2017,357,5.3,1.99
"USW00014762","12/24/17",40.3551,-79.92145,379.2,33,-16,2017-12-24,12,24,2017,358,0.85,2.43
"USW00014762","12/25/17",40.3551,-79.92145,379.2,6,-82,2017-12-25,12,25,2017,359,-3.8,2.65
"USW00014762","12/26/17",40.3551,-79.92145,379.2,-66,-105,2017-12-26,12,26,2017,360,-8.55,1.735
"USW00014762","12/27/17",40.3551,-79.92145,379.2,-93,-149,2017-12-27,12,27,2017,361,-12.1,0.38
"USW00014762","12/28/17",40.3551,-79.92145,379.2,-99,-171,2017-12-28,12,28,2017,362,-13.5,-1.335
"USW00014762","12/29/17",40.3551,-79.92145,379.2,-77,-121,2017-12-29,12,29,2017,363,-9.9,-3.16
"USW00014762","12/30/17",40.3551,-79.92145,379.2,-77,-138,2017-12-30,12,30,2017,364,-10.75,-4.38
"USW00014762","12/31/17",40.3551,-79.92145,379.2,-105,-171,2017-12-31,12,31,2017,365,-13.8,-5.82
"USW00014762","1/1/18",40.3551,-79.92145,379.2,-116,-166,2018-01-01,1,1,2018,1,-14.1,-8.035
"USW00014762","1/2/18",40.3551,-79.92145,379.2,-110,-149,2018-01-02,1,2,2018,2,-12.95,-9.86
"USW00014762","1/3/18",40.3551,-79.92145,379.2,-49,-166,2018-01-03,1,3,2018,3,-10.75,-11.02
"USW00014762","1/4/18",40.3551,-79.92145,379.2,-82,-160,2018-01-04,1,4,2018,4,-12.1,-11.85
"USW00014762","1/5/18",40.3551,-79.92145,379.2,-127,-193,2018-01-05,1,5,2018,5,-16,-12.595
"USW00014762","1/6/18",40.3551,-79.92145,379.2,-116,-182,2018-01-06,1,6,2018,6,-14.9,-12.875
"USW00014762","1/7/18",40.3551,-79.92145,379.2,-27,-205,2018-01-07,1,7,2018,7,-11.6,-12.685
"USW00014762","1/8/18",40.3551,-79.92145,379.2,11,-27,2018-01-08,1,8,2018,8,-0.8,-11.775
"USW00014762","1/9/18",40.3551,-79.92145,379.2,22,-21,2018-01-09,1,9,2018,9,0.05,-10.695
"USW00014762","1/10/18",40.3551,-79.92145,379.2,89,-43,2018-01-10,1,10,2018,10,2.3,-9.085
"USW00014762","1/11/18",40.3551,-79.92145,379.2,183,44,2018-01-11,1,11,2018,11,11.35,-6.54
"USW00014762","1/12/18",40.3551,-79.92145,379.2,172,-43,2018-01-12,1,12,2018,12,6.45,-4.6
"USW00014762","1/13/18",40.3551,-79.92145,379.2,-43,-127,2018-01-13,1,13,2018,13,-8.5,-4.375
"USW00014762","1/14/18",40.3551,-79.92145,379.2,-88,-155,2018-01-14,1,14,2018,14,-12.15,-4.38
"USW00014762","1/15/18",40.3551,-79.92145,379.2,-32,-132,2018-01-15,1,15,2018,15,-8.2,-3.6
"USW00014762","1/16/18",40.3551,-79.92145,379.2,-21,-121,2018-01-16,1,16,2018,16,-7.1,-2.82
"USW00014762","1/17/18",40.3551,-79.92145,379.2,-93,-166,2018-01-17,1,17,2018,17,-12.95,-2.955
"USW00014762","1/18/18",40.3551,-79.92145,379.2,-32,-149,2018-01-18,1,18,2018,18,-9.05,-3.78
"USW00014762","1/19/18",40.3551,-79.92145,379.2,33,-66,2018-01-19,1,19,2018,19,-1.65,-3.95
"USW00014762","1/20/18",40.3551,-79.92145,379.2,72,0,2018-01-20,1,20,2018,20,3.6,-3.82
"USW00014762","1/21/18",40.3551,-79.92145,379.2,94,39,2018-01-21,1,21,2018,21,6.65,-4.29
"USW00014762","1/22/18",40.3551,-79.92145,379.2,172,72,2018-01-22,1,22,2018,22,12.2,-3.715
"USW00014762","1/23/18",40.3551,-79.92145,379.2,139,17,2018-01-23,1,23,2018,23,7.8,-2.085
"USW00014762","1/24/18",40.3551,-79.92145,379.2,17,-32,2018-01-24,1,24,2018,24,-0.75,-0.945
"USW00014762","1/25/18",40.3551,-79.92145,379.2,-21,-49,2018-01-25,1,25,2018,25,-3.5,-0.475
"USW00014762","1/26/18",40.3551,-79.92145,379.2,111,-66,2018-01-26,1,26,2018,26,2.25,0.46
"USW00014762","1/27/18",40.3551,-79.92145,379.2,117,22,2018-01-27,1,27,2018,27,6.95,2.45
"USW00014762","1/28/18",40.3551,-79.92145,379.2,83,17,2018-01-28,1,28,2018,28,5,3.855
"USW00014762","1/29/18",40.3551,-79.92145,379.2,56,-27,2018-01-29,1,29,2018,29,1.45,4.165
"USW00014762","1/30/18",40.3551,-79.92145,379.2,-27,-110,2018-01-30,1,30,2018,30,-6.85,3.12
"USW00014762","1/31/18",40.3551,-79.92145,379.2,56,-127,2018-01-31,1,31,2018,31,-3.55,2.1
"USW00014762","2/1/18",40.3551,-79.92145,379.2,67,-38,2018-02-01,2,1,2018,32,1.45,1.025
"USW00014762","2/2/18",40.3551,-79.92145,379.2,-38,-116,2018-02-02,2,2,2018,33,-7.7,-0.525
"USW00014762","2/3/18",40.3551,-79.92145,379.2,0,-121,2018-02-03,2,3,2018,34,-6.05,-1.055
"USW00014762","2/4/18",40.3551,-79.92145,379.2,33,-5,2018-02-04,2,4,2018,35,1.4,-0.565
"USW00014762","2/5/18",40.3551,-79.92145,379.2,0,-93,2018-02-05,2,5,2018,36,-4.65,-1.255
"USW00014762","2/6/18",40.3551,-79.92145,379.2,-21,-60,2018-02-06,2,6,2018,37,-4.05,-2.355
"USW00014762","2/7/18",40.3551,-79.92145,379.2,-5,-82,2018-02-07,2,7,2018,38,-4.35,-3.29
